FECHA CREACIÓN;No. REQUERIMIENTO;DESCRIPCION REQUERIMIENTO ;APLICACIÓN;MÓDULO;GERENCIA;AREA;USUARIO;EMPRESA CONSULTORA;CONSULTOR;ESTADO REQUERIMIENTOS;FECHA ASIGNACIÓN;FECHA ESTIMADA DE ENTREGA;FECHA DE CIERRE;OBSERVACION
18/03/2015;6000000659;ZAMNOVEDADAF-NOVEDADES DE ACTIVOS FIJOS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000660;REPORTE NO TIENE RELACIONADO LOS CASOS 1;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000661;NO HAY AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000662;NO TENEMOS AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000663;NO TENEMOS AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000664;NO TENEMOS AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000665;NO TENEMOS AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000666;NO HAY AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000667;NO HAY AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
24/03/2015;6000000668;NO HAY AUTORIZACION VER MAIL ENVIADO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
25/03/2015;6000000669;CASO NO. 4;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
27/03/2015;6000000670;CASO 4. FACTURAS PERIODOS ANTERIORES PAG;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
27/03/2015;6000000671;CASO 5. FACTURAS PERIODOS ANTERIORES SIN;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
27/03/2015;6000000672;CASO 7. DEVOLUCIONES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
27/03/2015;6000000673;CASO 9. RECARGO ECONOMICO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
27/03/2015;6000000674;CASO 10. TRASLADO DE ASOCIADO A EXASOCIA;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
16/05/2014;7000000000;WA: MEJORAS CAP NUEVA VERSIÓN;;SD-IS;COMERCIAL;MERCADEO;;;;CERRADO;;;;
16/05/2014;7000000001;WA: PLAN CAP FASE III;;SD-IS;COMERCIAL;MERCADEO;;;;CERRADO;16/10/2014;;;
19/05/2014;7000000010;HCM_CAMBIO DE ACREEDOR;;PA-PA-AR;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
20/05/2014;7000000011;HCM_INCLUIR DESCUENTO FONDO SOLIDARIDAD;;PA-PA-AR;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
24/05/2014;7000000020;ERROR EN ZFACTURA_VOCO;;SD-IS;CONTRALORIA;CEDI – REGIONALES;;;;CERRADO;;;;
26/05/2014;7000000030;AUTOMATIZAR RECAUDO APORTES FARMACENTER;;SD-IS;DESARROLLO EMPRESARIAL;DESARROLLO EMPRESARIAL;;;;CERRADO;;;;
26/05/2014;7000000031;ELABORACIÓN FACTURA ASOCOLDRO - ASPIRANTES;;SD-IS;DESARROLLO EMPRESARIAL;PROMOTORIA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
26/05/2014;7000000032;CREACIÓN DE DÍAS ADICIONALES PAGO FACTUR;;SD-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
05/06/2014;7000000040;WA: AJUSTES WEB DEL MES DE JUNIO;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
13/06/2014;7000000050;HCM_PARAMETRIZAR CONCEPTOS NO SALARIALES;;PA-PA-AR;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
13/06/2014;7000000051;HCM_PARAMETRIZAR CONCEPTO CÓDIGO 9213;;PA-PA-AR;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
13/06/2014;7000000052;REVISIÓN ESTADOS DE CUENTA CARGADOS SIP;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
16/06/2014;7000000060;CREACIÓN INDICADORES DE IMPUESTOS;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;;;;CERRADO;;;;
17/06/2014;7000000061;CREACIÓN GRUPOS PARA SEPARACIÓN DE PEDIDO - CUBETAS;SAP;SD-IS;CONTRALORIA;CEDI – PPAL;;;;CERRADO;17/11/2016;;;
17/06/2014;7000000062;OPTIMIZACIÓN KNAPP - LLENADO DE CUBETAS;;SD-IS;CONTRALORIA;CEDI PPAL – LOGISTICA;;;;CERRADO;;;;
23/06/2014;7000000070;AJUSTE IMPRESIÓN DE FACTURA DE VENTAS EXCENTO - GRAVADO;;SD-IS;DESARROLLO EMPRESARIAL;DESARROLLO EMPRESARIAL;;;;CERRADO;;;;
23/06/2014;7000000071;AJUSTE AL PERFIL ADMINISTRADOR DE CARTER;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
25/06/2014;7000000072;HCM_PARAMETRIZAR REGLA LIQ INCAPACIDADES;;PA-PA-AR;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
05/07/2014;7000000080;WA: AJUSTES WEB DEL MES DE JULIO;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
08/07/2014;7000000090;MODIFICACIONES CUM;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
10/07/2014;7000000091;HCM_CORRECCIÓN PARAMETRIZACIÓN CÁLCULO PRIMA;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
10/07/2014;7000000092;"ERROR ANTICIPO CESANTIAS ""COMISIONES""";;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
10/07/2014;7000000093;CREACION COCEPTO DESCUENTO POR LIBRANZA;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
14/07/2014;7000000100;ERROR EN TRANSACCION ZFI034 NOTAS;SAP;FI-BL-IS;CONTRALORIA;CARTERA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
15/07/2014;7000000101;FI: ACTUALIZACION CUENTAS DE CAMBIO;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
18/07/2014;7000000110;REEMPLAZO DE CUENTA HCM;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
18/07/2014;7000000111;ERROR EN PROGRAMA ZCDSDDROG_CONTROL;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
21/07/2014;7000000120;WA: PLANES COMERCIALES;;SD-IS;COMERCIAL;VENTAS;SIN USUARIO;WAPLICACIONES;ALEJANDRO ARDILA;ANULADO;ANULADO;ANULADO;ANULADO;
21/07/2014;7000000121;ESTA. CUENTA PROVEEDORES TESORERIA SAP;SAP;FI-BL-IS;CONTRALORIA;TESORERIA;;;;CERRADO;;;;
21/07/2014;7000000122;SIP PLANES PARA SAP;;SA_IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
23/07/2014;7000000130;WA: SIP PLANES;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
24/07/2014;7000000131;CREACION DE RUTAS;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
25/07/2014;7000000140;FALLA EN EL RANGO DE FECHA CUM;;SD-IS;COMERCIAL;MERCADEO;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
25/07/2014;7000000141;FUNCIONALIDAD DE CUBETAS KNAPP;;SD-BIL;CONTRALORIA;CEDI PPAL – LOGISTICA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
28/07/2014;7000000150;ADECUACION TRANSACCION ZINVENTARIOS;SAP;MM-IS;CONTRALORIA;CONTRALORIA;;;;CERRADO;;;;
28/07/2014;7000000151;MODIFICACIONES CUM;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
29/07/2014;7000000152;ESTA. CUENTA PROVEEDORES TESORERIA WEB;SAP;FI-GL;CONTRALORIA;CARTERA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
31/07/2014;7000000153;LISTA DE PRECIOS NTI;;SD-IS;NTI;VENTAS -NTI;;;;CERRADO;;;;
31/07/2014;7000000154;CONTABILIZACION CENTROS DE COSTOS;SAP;MM-IS;COMERCIAL;MARCAS PROPIAS;;;;CERRADO;;;;
31/07/2014;7000000155;CREACION INDICADORES RETENCION ICA;SAP;FI-GL;CONTRALORIA;IMPUESTOS;;;;CERRADO;;;;
31/07/2014;7000000156;CONTROL DE CUPOS;;SD-IS;CONTRALORIA;CARTERA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
01/08/2014;7000000157;AJUSTES WEB DEL MES DE AGOSTO – 2014;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
04/08/2014;7000000160;BADIS  COCKPIT DE MIGRACIÓN;SAP;FI-GL;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
06/08/2014;7000000161;SD: ACTUALIZACION DE CUENTAS DE SEGUROS;;SD-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
13/08/2014;7000000170;MODIFICACIONES KARDEX;SAP;MM-IS;CONTRALORIA;CEDI – PPAL;;;;CERRADO;;;;
14/08/2014;7000000171;CARGA AVISO DE DESPACHO;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
14/08/2014;7000000172;INTERFAZ DE RECIBO CON AVISO DE DESPACHO;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
14/08/2014;7000000173;GESTIION EDI DE ORDEN DE COMPRAS;SAP;MM-IS;COMERCIAL;COMPRAS;;;;CERRADO;;;;
14/08/2014;7000000174;REPORTE AVISO DE DESPACHO;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
15/08/2014;7000000175;NOTA SAP INCIDENT STA- 813178/2014;SAP;MM-IS;ADMINISTRATIVA;SISTEMAS;;;;CERRADO;;;;
15/08/2014;7000000176;CAMBIO DE CLASE DOC FINANCIERO RE A RU;;SD-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
15/08/2014;7000000177;ERROR FECHAS DE VENCIMIENTO PREASOCIADOS;SAP;FI;CONTRALORIA;CARTERA;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
15/08/2014;7000000178;AVISO DE  PAGOS  DE LOS CHEQUES;SAP;SD ;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
16/08/2014;7000000179;IFRS-ACTUALIZACIÓN DATOS EN TABLAS DESAP;SAP;FI;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
16/08/2014;7000000180;APLICACIÓN EN SAP PARA MANEJO DE IMPORTA;SAP;MM-IS;COMERCIAL;MARCAS PROPIAS;;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;Pendiente definicion Nazly 
16/08/2014;7000000181;CONOCER PROCEDIMIENTO DE LIBRO DE CAJA;WEB;FI-BL-IS;CONTRALORIA;IMPUESTOS;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
16/08/2014;7000000182;ENVIÓ AVISO PAGO + SOPORTES A PROVEEDOR;SAP;FI-BL-IS;CONTRALORIA;TESORERIA;;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;Prerequisito Req. 7000001242 
16/08/2014;7000000183;CRITERIO PARA DIVISIÓN PEDIDOS VOCOLLECT;SAP;SD ;CONTRALORIA;CEDI – REGIONALES;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
16/08/2014;7000000184;CREAR SOCIEDAD 3000 ICOM ESTRUCTURA SAP;;SD-IS;COMERCIAL;MARCAS PROPIAS;;SIN ASIGNAR;SIN ASIGNAR;NUEVO;;;;Definición fase I  -  Contabilidad HELISA
16/08/2014;7000000185;CREACION PROVEEDORES;SAP - HANA – BO;MM;COMERCIAL;COMPRAS;;;;CERRADO;26/01/2016;;;
16/08/2014;7000000186;CREACIÓN GRUPO DE VENDEDORES;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;10/01/2015;;;
16/08/2014;7000000187;CREACIÓN RUTAS Y ZONAS DE REMESAS;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;09/12/2014;;;
19/08/2014;7000000190;FI: CTA BANCARIA TRANSFERENCIAS MEDELLIN;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;;;CERRADO;;;;
19/08/2014;7000000191;TRASLADOS DE MATERIAL A MATERIAL;SAP;MM;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
20/08/2014;7000000192;REPORTE ERRORES BCO DE BOGOTA;SAP;FI-BL-IS;CONTRALORIA;TESORERIA;;;;CERRADO;;;;
20/08/2014;7000000193;HCM_REVISION SUSPENSIONES EN RETIROS;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
20/08/2014;7000000194;HCM_INCAPCIDAD MAYORES A 90 DIAS;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
20/08/2014;7000000195;CAMBIO N° RESOLUCION DE LA FACTURA;SAP;FI-BL-IS;CONTRALORIA;IMPUESTOS;;;;CERRADO;;;;
20/08/2014;7000000196;HCM_REVISION DESARROLLO SENA;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
20/08/2014;7000000197;HCM_REVISION DESARROLLO GESTION HUMANA;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
21/08/2014;7000000198;MODIF.  COSTO ARCHIVO PLANO RETURNPOOL;;SD-IS;CONTRALORIA;CONTRALORIA;;;;CERRADO;;;;
21/08/2014;7000000199;HCM_CREACION LIBRANZA PARA ACREEDOR;WEB;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
21/08/2014;7000000200;HCM_CREACION NUEVA SUCURSAL  SGSS;WEB;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
21/08/2014;7000000201;HCM_CUADRE DE NOMINA FUNZA;WEB;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
22/08/2014;7000000202;CREA. Y MOD. EN ORDENES DE COMPRA;SAP;MM-IS;COMERCIAL;COMPRAS;;;;CERRADO;;;;
22/08/2014;7000000203;RETIRAR DE LA LISTA CUENTAS RECAUDADORAS;WEB;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
22/08/2014;7000000204;ERROR MOD. PEDIDOS CON BASE TRANSFERENCI;SAP;SD ;COMERCIAL;VENTAS;;;;CERRADO;;;;
25/08/2014;7000000205;INCONVENIENTE INGRESO AGIL;SAP;SD ;CONTRALORIA;CEDI – PPAL;;;;CERRADO;;;;
28/08/2014;7000000206;PASARELA DE PAGOS;WEB;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
01/09/2014;7000000210;ERROR CARGUE PEDIDOS VOCOLLE;WEB;SD-IS;CONTRALORIA;CEDI – REGIONALES;;;;CERRADO;;;;
01/09/2014;7000000211;IFRS-PARAMETRIZACIÓN DE LAS CUENTAS ;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
01/09/2014;7000000212;REVISION TRANSACCION ZCONCECUTIVO-SIP;WEB;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
01/09/2014;7000000213;AJUSTES PAGINA WEB SEPTIEMBRE 2014;WEB;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
03/09/2014;7000000214;AJUSTE ESTADO DE CUENTA CARTERA;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
03/09/2014;7000000215;ERROR CONTABILIZACION CENTROS DE COSTOS;WEB;CO;GENERAL;COSTOS Y PRESUPUESTOS;;;;CERRADO;;;;
04/09/2014;7000000216;AJUSTE TRANSACCION ZFI034;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
04/09/2014;7000000217;CONTABILIZACION APRENDICES;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
04/09/2014;7000000218;CAMBIO NOMBRE CTA RECAUDADORA;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
05/09/2014;7000000219;IFRS-CONTABILIZAR BAJA MASIVA ACT FIJOS;SAP;FI-AA;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
05/09/2014;7000000220;IFRS-CARGA DTOS MAESTROS Y VALORES CONT;SAP;FI-AA;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
05/09/2014;7000000221;GASTOS DE VIAJE - RECARGA DE TARJETAS;SAP;FI-BL-IS;CONTRALORIA;TESORERIA;;;;CERRADO;;;;
05/09/2014;7000000222;IFRS- INCLUIR CTAS CONTABLES;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
05/09/2014;7000000223;PLANILLA NTI ;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
09/09/2014;7000000225;AJUSTES PROGRAMA PRICAT;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
11/09/2014;7000000226;CHANGE QUANTITY THE FREE GOODS AND BOM;WEB;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
12/09/2014;7000000227;DESCUENTOS AJUSTES INCAPACIDAD;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
18/09/2014;7000000230;INCLUIR LA BUSQUEDA DE LOS EAN;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
23/09/2014;7000000235;IFRS-ACT.VALOR PARA BIENES DE POCO VALOR;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
29/09/2014;7000000240;CALCULO DE NOMINA DE UN RETIRO;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
01/10/2014;7000000241;WA: AJUSTES WEB DEL MES DE OCTUBRE;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
06/10/2014;7000000245;REVISION TRANSACCION ZSDTEL;;SD-IS;COMERCIAL;VENTAS;;ANA JIMENA RODAS;ANA JIMENA RODAS;CERRADO;03/07/2015;;;
07/10/2014;7000000246;ERROR MR21-VERIFICACIÓN APLICACION NOTA;SAP;MM-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
07/10/2014;7000000247;YA SE SABE PARA QUIEN VA;WEB;SD-IS;PROYECTO NIIF;PROYECTO NIIF;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
10/10/2014;7000000248;BUSQUEDA DE YUDA DE MATERIALES ;SAP;MM-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
11/10/2014;7000000249;CREAR INDICADOR DE RETENCION NTI;SAP;FI-BL-IS;NTI;IMPUESTOS – NTI;;;;CERRADO;;;;
14/10/2014;7000000250;MODIFICACION CARGUETRANSFERENCIAS;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
16/10/2014;7000000251;VISUALIZACIÓN AGIL - O.C ENVIADAS POR EDI ;SAP;MM-IS;COMERCIAL;COMPRAS;;;;CERRADO;;;;
16/10/2014;7000000252;IMPRESIÓN UNA (1) COPIA O.C 7000000252;SAP;MM-IS;COMERCIAL;COMPRAS;;;;CERRADO;;;;
16/10/2014;7000000253;ARCHIVOS PLANOS AVISO DE DESPACHO;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;;;;
16/10/2014;7000000254;ERRORES EN AVISO DE DESPACHO;SAP;MM-IS;GENERAL;TRAZABILIDAD;;;;CERRADO;04/01/2015;;;
16/10/2014;7000000255;DOCU. NO VISUALIZAR EN DEVOLUCIONES PEND;SAP;MM-IS;CONTRALORIA;CEDI – PPAL;;;;CERRADO;;;;
16/10/2014;7000000256;GENERAR ARCHIVO POS;;SD-IS;DESARROLLO EMPRESARIAL;POS;;;;CERRADO;;;;
16/10/2014;7000000257;IMPRESIÓN DE STICKER PLANTA DE PRODUCCIÓN;;SD-IS;CONTRALORIA;PLANTA ALCOHOL;;;;CERRADO;;;;
21/10/2014;7000000260;RFID:MARCACION – ARCHIVO SALIDA TRAZAMED;;SD-IS;PROYECTO RFID;PROYECTO RFID;;;;CERRADO;;;;
21/10/2014;7000000261;RFID: ALISTAMIENTO – ARCHIVO SALIDA TRAZ;;SD-IS;PROYECTO RFID;PROYECTO RFID;;;;CERRADO;;;;
21/10/2014;7000000262;RFID:GRAN VOLUMEN–ARCHIVO ENTRADA TRA;;SD-IS;PROYECTO RFID;PROYECTO RFID;;;;CERRADO;;;;
22/10/2014;7000000263;ROTACION NACIONAL;;SD-IS;COMERCIAL;COMERCIAL;;;;CERRADO;;;;
24/10/2014;7000000264;ARCHIVO PLANO RETURNPOOL BARRANQILLA;;SD-IS;CONTRALORIA;CONTRALORIA;;;;CERRADO;;;;
24/10/2014;7000000265;CREACIÓN DE CUENTA GRUPO PROVEEDORES;SAP;FI-BL-IS;COMERCIAL;MARCAS PROPIAS;;;;CERRADO;;;;
27/10/2014;7000000270;EN:   RECAUDOS CON CODIGO DE BARRAS;;SD-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
01/11/2014;7000000271;WA: AJUSTES EN CSV Y FTP;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
01/11/2014;7000000272;PARAMETRIZACIÓN MÓDULO DE MAQUILA MP;SAP;MM-IS;COMERCIAL;MARCAS PROPIAS;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
04/11/2014;7000000275;WA: AJUSTES PAGINA WEB NOVIEMBRE 2014;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
04/11/2014;7000000276;VALIDACION CUPOS PARA CARGUE DE CONVENIO;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
04/11/2014;7000000277;AMARRE DE LA CUENTA 350505000;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;;;CERRADO;;;;
06/11/2014;7000000278;AJUSTE DE TABLA PRECIOS TERCEROS;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
07/11/2014;7000000279;CENTRO DE BENEFICIO 9999 DUMMY;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;;;;CERRADO;;;;
07/11/2014;7000000280;HCM_CUADRE VALORES PAGADOS Y DEDUCIDOS;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
07/11/2014;7000000281;HCM_RECOBRO POR EL CONCEPTO INCAPACIDAD;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
07/11/2014;7000000282;HCM_PARAMETRIZACION LIBRANZAS Y EMBARGO;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
07/11/2014;7000000283;HCM_DOCUMENTOS CONTABLES SIN DIVISION;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
07/11/2014;7000000284;HCM_RETENCION EN LA FUENTE LIQUIDACIONES;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
10/11/2014;7000000285;YA SE PUEDE PROBAR NUEVAMENTE IMPRIMIR;;SD-IS;PROYECTO NIIF;PROYECTO NIIF;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
12/11/2014;7000000286;ERROR EN CONTABILIZACION DE APORTES ASOC;SAP;FI-BL-IS;CONTRALORIA;CONTABILIDAD;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
12/11/2014;7000000287;MODIFICACIÓN REPORTE AVISO DE DESPACHO;SAP;MM-IS;GENERAL;TRAZABILIDAD;SIN USUARIO;SIN EMPRESA;SIN CONSULTOR;ANULADO;ANULADO;ANULADO;ANULADO;
18/11/2014;7000000290;IFRS-SUSTITUCION DE PARTIDAS ABIERTAS;SAP;FI-BL-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
19/11/2014;7000000291;DESBLOQUEO AUTOMATICO VALES - SIP;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
19/11/2014;7000000292;HCM_VALORES APROBADOS POR INCAPACIDAD;SAP;HCM;ADMINISTRATIVA;GESTION HUMANA;SIN USUARIO;HR SOLUTIONS;HR SOLUTIONS;ANULADO;ANULADO;ANULADO;ANULADO;
19/11/2014;7000000293;ERROR TRANSACCION ZNOVEDAF;;SD-IS;PROYECTO NIIF;PROYECTO NIIF;;;;CERRADO;;;;
25/11/2014;7000000295;BLOQUEO TRANSFERENCIAS CANTIDAD EN 0;;SD-IS;COMERCIAL;VENTAS;;;;CERRADO;;;;
28/11/2014;7000000296;HCM-CALCULO TECHO COMISIONES;;;ADMINISTRATIVA;GESTION HUMANA;;;;CERRADO;;;;
01/12/2014;7000000300;WA: AJUSTES PAGINA WEB DICIEMBRE;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
02/12/2014;7000000301;AJUSTE FACTURAS ACTU_RFID Y AVISO DESPAC;;SD-IS;PROYECTO RFID;PROYECTO RFID;;;;CERRADO;;;;
03/12/2014;7000000302;ESTADO DE CUENTA CARTERA;SAP;FI-BL-IS;CONTRALORIA;CARTERA;;;;CERRADO;;;;
04/12/2014;7000000303;REPORTE CONTROL DE PRECIOS DE PRODUCTOS;;SD-IS;COMERCIAL;COMERCIAL;;;;CERRADO;;;;
05/12/2014;7000000304;AJUSTE ACTA RECEPCION ACTU. RFID-AV.DESP;;SD-IS;PROYECTO RFID;PROYECTO RFID;;;;CERRADO;;;;
05/12/2014;7000000305;GC:AJUSTES Y CREACION DE NUEVO CEDI;;SD-IS;CONTRALORIA;CONTRALORIA;;;;CERRADO;;;;
09/12/2014;7000000310;MODIFICACIÓN DEL DESARROLLO ZPEDIDOS_WEB;;SD-IS;COMERCIAL;SOPORTE TECNOLOGICO;;;;CERRADO;;;;
